dbn,school_name,boro,primary_address_line_1,city,state_code,zip,Location 1,start_time,end_time
01M292,Henry Street School for International Studies,Manhattan,220 Henry Street,New York,NY,10002,"220 Henry Street
New York, NY 10002
(40.71376394700047, -73.98526003999967)",08:30:00,15:30:00
02M303,"Facing History School, The",Manhattan,525 West 50Th Street,New York,NY,10019,"525 West 50Th Street
New York, NY 10019
(40.76502670800045, -73.99251657799965)",08:35:00,15:00:00
02M432,Murray Hill Academy,Manhattan,111 East 33Rd Street,New York,NY,10016,"111 East 33Rd Street
New York, NY 10016
(40.746106375000466, -73.98100966699963)",08:00:00,14:58:00
06M467,High School for Law and Public Service,Manhattan,549 Audubon Avenue,New York,NY,10040,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)",08:00:00,15:45:00
19K639,Brooklyn Lab School,Brooklyn,999 Jamaica Avenue,Brooklyn,NY,11208,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)",08:22:00,15:11:00
09X252,Mott Hall Bronx High School,Bronx,1595 Bathgate Avenue,Bronx,NY,10457,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)",08:30:00,15:15:00
09X260,Bronx Center for Science and Mathematics,Bronx,1363 Fulton Avenue,Bronx,NY,10456,"1363 Fulton Avenue
Bronx, NY 10456
(40.833738559000494, -73.90244824499968)",07:30:00,15:25:00
09X324,Bronx Early College Academy for Teaching & Learning,Bronx,250 East 164 Street,Bronx,NY,10456,"250 East 164 Street
Bronx, NY 10456
(40.828714180000475, -73.91775570199962)",08:30:00,15:15:00
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,5800 Tilden Avenue,Brooklyn,NY,11203,"5800 Tilden Avenue
Brooklyn, NY 11203
(40.64866366300049, -73.92189876199967)",08:30:00,15:30:00
19K583,Multicultural High School,Brooklyn,999 Jamaica Avenue,Brooklyn,NY,11208,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)",08:15:00,15:15:00
10X439,Bronx High School for Law and Community Service,Bronx,500 East Fordham Road,Bronx,NY,10458,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)",08:15:00,16:00:00
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,100 Essex Drive,Staten Island,NY,10314,"100 Essex Drive
Staten Island, NY 10314
(40.58202202600046, -74.15784841899966)",08:00:00,14:20:00
18K617,High School for Innovation in Advertising and Media,Brooklyn,1600 Rockaway Parkway,Brooklyn,NY,11236,"1600 Rockaway Parkway
Brooklyn, NY 11236
(40.641844268000455, -73.89868729099965)",08:00:00,15:15:00
09X250,Eximius College Preparatory Academy: A College Board School,Bronx,1363 Fulton Avenue,Bronx,NY,10456,"1363 Fulton Avenue
Bronx, NY 10456
(40.833738559000494, -73.90244824499968)",08:00:00,15:22:00
16K498,Brooklyn High School for Law and Technology,Brooklyn,1396 Broadway,Brooklyn,NY,11221,"1396 Broadway
Brooklyn, NY 11221
(40.68892554200045, -73.92108409899964)",08:00:00,15:00:00
11X299,Astor Collegiate Academy,Bronx,925 Astor Avenue,Bronx,NY,10469,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)",07:35:00,15:55:00
15K656,Brooklyn High School of the Arts,Brooklyn,345 Dean Street,Brooklyn,NY,11217,"345 Dean Street
Brooklyn, NY 11217
(40.683653990000494, -73.98047275099964)",08:15:00,15:00:00
14K488,Brooklyn Preparatory High School,Brooklyn,257 North 6 Street,Brooklyn,NY,11211,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)",08:20:00,15:10:00
29Q243,Institute for Health Professions at Cambria Heights,Queens,207- 01 116Th Avenue,Cambria Heights,NY,11411,"207- 01 116Th Avenue
Cambria Heights, NY 11411
(40.69553633600049, -73.73491834199967)",08:35:00,15:32:00
04M610,Young Women's Leadership School,Manhattan,105 East 106 Street,New York,NY,10029,"105 East 106 Street
New York, NY 10029
(40.79270695600047, -73.94729966199964)",08:45:00,15:15:00
05M157,The Urban Assembly School for Global Commerce,Manhattan,2005 Madison Avenue,New York,NY,10035,"2005 Madison Avenue
New York, NY 10035
(40.80734208700045, -73.93943418699968)",08:10:00,15:15:00
15K667,Sunset Park High School,Brooklyn,153 35Th Street,Brooklyn,NY,11232,"153 35Th Street
Brooklyn, NY 11232
(40.65595284400047, -74.00549732499962)",08:45:00,15:30:00
10X442,"Celia Cruz Bronx High School of Music, The",Bronx,2780 Reservoir Avenue,Bronx,NY,10468,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)",08:00:00,15:45:00
01M696,Bard High School Early College,Manhattan,525 East Houston Street,New York,NY,10002,"525 East Houston Street
New York, NY 10002
(40.718961617000446, -73.97606602099967)",09:00:00,15:50:00
04M409,Coalition School for Social Change,Manhattan,2351 1St Avenue,New York,NY,10035,"2351 1St Avenue
New York, NY 10035
(40.7988651820005, -73.93336559699964)",08:45:00,15:30:00
03M494,High School of Arts and Technology,Manhattan,122 Amsterdam Avenue,New York,NY,10023,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)",08:00:00,14:45:00
28Q896,"Young Women's Leadership School, Queens",Queens,150-91 87 Road,Jamaica,NY,11432,"150-91 87 Road
Jamaica, NY 11432
(40.70820782600049, -73.80407794599967)",08:00:00,14:57:00
11X290,Bronx Academy of Health Careers,Bronx,800 East Gun Hill Road,Bronx,NY,10467,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)",08:25:00,15:15:00
14K454,Green School: An Academy for Environmental Careers,Brooklyn,223 Graham Avenue,Brooklyn,NY,11206,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)",08:00:00,15:30:00
07X427,Community School for Social Justice,Bronx,350 Gerard Avenue,Bronx,NY,10451,"350 Gerard Avenue
Bronx, NY 10451
(40.81608448100047, -73.93032383899964)",08:30:00,15:00:00
11X542,Pelham Preparatory Academy,Bronx,925 Astor Avenue,Bronx,NY,10469,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)",08:15:00,15:45:00
27Q480,John Adams High School,Queens,101-01 Rockaway Boulevard,Ozone Park,NY,11417,"101-01 Rockaway Boulevard
Ozone Park, NY 11417
(40.679831401000456, -73.83832266399963)",08:00:00,15:30:00
30Q258,Energy Tech High School,Queens,36-41 28 Street,Astoria,NY,11106,"36-41 28 Street
Astoria, NY 11106
(40.7570971560005, -73.93261840099967)",08:45:00,15:35:00
12X267,Bronx Latin,Bronx,800 Home Street,Bronx,NY,10456,"800 Home Street
Bronx, NY 10456
(40.82776397900045, -73.90038681299967)",08:30:00,15:15:00
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,145 Pennsylvania Avenue,Brooklyn,NY,11207,"145 Pennsylvania Avenue
Brooklyn, NY 11207
(40.674224214000446, -73.89645352099967)",08:00:00,15:07:00
12X242,Mott Hall V,Bronx,1551 East 172Nd Street,Bronx,NY,10472,"1551 East 172Nd Street
Bronx, NY 10472
(40.831364532000464, -73.87834467499965)",08:00:00,15:30:00
13K595,Bedford Academy High School,Brooklyn,1119 Bedford Avenue,Brooklyn,NY,11216,"1119 Bedford Avenue
Brooklyn, NY 11216
(40.68538126900046, -73.95426759999964)",08:00:00,16:15:00
02M296,High School of Hospitality Management,Manhattan,525 West 50Th Street,New York,NY,10019,"525 West 50Th Street
New York, NY 10019
(40.76502670800045, -73.99251657799965)",09:00:00,15:45:00
07X500,Hostos-Lincoln Academy of Science,Bronx,600 Saint Ann'S Avenue,Bronx,NY,10455,"600 Saint Ann'S Avenue
Bronx, NY 10455
(40.814955342000474, -73.91251954199964)",08:00:00,14:30:00
19K683,"The School for Classics: An Academy of Thinkers, Writers and Peformers",Brooklyn,370 Fountain Avenue,Brooklyn,NY,11208,"370 Fountain Avenue
Brooklyn, NY 11208
(40.67068325000048, -73.87421747999963)",08:00:00,15:00:00
25Q425,John Bowne High School,Queens,63-25 Main Street,Flushing,NY,11367,"63-25 Main Street
Flushing, NY 11367
(40.73869720300047, -73.82479482099967)",09:08:00,15:47:00
12X511,Bronx Envision Academy,Bronx,1619 Boston Road,Bronx,NY,10460,"1619 Boston Road
Bronx, NY 10460
(40.835937328000455, -73.89046769299966)",08:25:00,15:15:00
11X275,High School of Computers and Technology,Bronx,800 East Gun Hill Road,Bronx,NY,10467,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)",08:00:00,15:00:00
07X221,South Bronx Preparatory: A College Board School,Bronx,360 East 145 Street,Bronx,NY,10454,"360 East 145 Street
Bronx, NY 10454
(40.81401081600046, -73.92083651699966)",08:00:00,15:00:00
10X696,High School of American Studies at Lehman College,Bronx,2925 Goulden Avenue,Bronx,NY,10468,"2925 Goulden Avenue
Bronx, NY 10468
(40.8712553740005, -73.89751620399966)",08:00:00,15:00:00
06M540,A. Philip Randolph Campus High School,Manhattan,443 West 135 Street,New York,NY,10031,"443 West 135 Street
New York, NY 10031
(40.81832126900048, -73.95061382799963)",08:00:00,14:20:00
03M541,Manhattan / Hunter Science High School,Manhattan,122 Amsterdam Avenue,New York,NY,10023,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)",08:00:00,14:30:00
02M305,"Urban Assembly Academy of Government and Law, The",Manhattan,350 Grand Street,New York,NY,10002,"350 Grand Street
New York, NY 10002
(40.71686722400045, -73.98953194299963)",08:32:00,15:45:00
02M551,Urban Assembly New York Harbor School,Manhattan,550 Wheeler Avenue,Manhattan,NY,10004,"550 Wheeler Avenue
Manhattan, NY 10004
(40.690787629000454, -74.01975732599965)",08:15:00,16:00:00
13K670,Benjamin Banneker Academy,Brooklyn,71-77 Clinton Avenue,Brooklyn,NY,11205,"71-77 Clinton Avenue
Brooklyn, NY 11205
(40.69566241300049, -73.96928607699965)",08:00:00,15:00:00
03M860,Frederick Douglass Academy II Secondary School,Manhattan,215 West 114 Street,New York,NY,10026,"215 West 114 Street
New York, NY 10026
(40.802174581000486, -73.95400882799964)",08:00:00,15:00:00
25Q252,"Queens School of Inquiry, The",Queens,158-40 76 Road,Fresh Meadows,NY,11366,"158-40 76 Road
Fresh Meadows, NY 11366
(40.72452298400049, -73.80942798999968)",08:38:00,14:57:00
27Q475,Richmond Hill High School,Queens,89-30 114 Street,Richmond Hill,NY,11418,"89-30 114 Street
Richmond Hill, NY 11418
(40.6956492220005, -73.83358480499965)",08:00:00,15:00:00
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,Manhattan,40 Irving Place,New York,NY,10003,"40 Irving Place
New York, NY 10003
(40.73551946300046, -73.98760424899967)",08:00:00,15:30:00
11X509,High School of Language and Innovation,Bronx,925 Astor Avenue,Bronx,NY,10469,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)",08:25:00,15:15:00
06M423,High School for Excellence and Innovation,Manhattan,650 Academy Street,New York,NY,10034,"650 Academy Street
New York, NY 10034
(40.86604554900049, -73.92485664199967)",08:45:00,15:30:00
27Q260,Frederick Douglass Academy VI High School,Queens,8-21 Bay 25 Street,Far Rockaway,NY,11691,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)",07:45:00,14:05:00
03M403,The Global Learning Collaborative,Manhattan,145 West 84 Street,New York,NY,10024,"145 West 84 Street
New York, NY 10024
(40.78574315700047, -73.97441522799966)",08:30:00,15:30:00
32K554,All City Leadership Secondary School,Brooklyn,321 Palmetto Street,Brooklyn,NY,11237,"321 Palmetto Street
Brooklyn, NY 11237
(40.69740779600045, -73.91315346199963)",07:45:00,14:30:00
02M605,Humanities Preparatory Academy,Manhattan,351 West 18 Street,New York,NY,10011,"351 West 18 Street
New York, NY 10011
(40.74288810100046, -74.00212738099964)",09:00:00,15:15:00
05M670,Thurgood Marshall Academy for Learning and Social Change,Manhattan,200-214 West 135Th Street,New York,NY,10030,"200-214 West 135Th Street
New York, NY 10030
(40.81536482900049, -73.94389670999965)",08:30:00,15:00:00
24Q299,Bard High School Early College Queens,Queens,30-20 Thomson Avenue,Long Island City,NY,11101,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)",09:00:00,15:20:00
10X477,Marble Hill High School for International Studies,Bronx,99 Terrace View Avenue,Bronx,NY,10463,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)",08:30:00,16:40:00
15K497,School for International Studies,Brooklyn,284 Baltic Street,Brooklyn,NY,11201,"284 Baltic Street
Brooklyn, NY 11201
(40.68545180600046, -73.99349146499964)",08:30:00,15:15:00
17K122,Pathways in Technology Early College High School (P-Tech),Brooklyn,150 Albany Avenue,Brooklyn,NY,11213,"150 Albany Avenue
Brooklyn, NY 11213
(40.67540230700047, -73.93888117599965)",08:15:00,16:30:00
08X349,Bronx River High School,Bronx,3000 East Tremont Avenue,Bronx,NY,10461,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)",08:14:00,15:36:00
10X264,Bronx Academy for Software Engineering (BASE),Bronx,2474 Crotona Avenue,Bronx,NY,10458,"2474 Crotona Avenue
Bronx, NY 10458
(40.85592271000047, -73.88257897999966)",08:30:00,15:30:00
10X434,Belmont Preparatory High School,Bronx,500 East Fordham Road,Bronx,NY,10458,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)",08:15:00,15:45:00
25Q281,East-West School of International Studies,Queens,46-21 Colden Street,Flushing,NY,11355,"46-21 Colden Street
Flushing, NY 11355
(40.74930280500047, -73.82180810599965)",07:50:00,15:00:00
27Q314,Epic High School – South,Queens,121-10 Rockaway Boulevard,Queens,NY,11420,"121-10 Rockaway Boulevard
Queens, NY 11420
(40.675735922000456, -73.81696833599966)",09:00:00,16:00:00
09X276,Leadership Institute,Bronx,1701 Fulton Avenue,Bronx,NY,10457,"1701 Fulton Avenue
Bronx, NY 10457
(40.8412708780005, -73.89797867699963)",08:30:00,15:15:00
15K684,Millennium Brooklyn HS,Brooklyn,237 7 Avenue,Brooklyn,NY,11215,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)",08:00:00,14:30:00
08X432,BRONX BRIDGES HIGH SCHOOL,Bronx,1980 Lafayette Avenue,Bronx,NY,10473,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)",08:00:00,15:45:00
02M546,Academy for Software Engineering,Manhattan,40 Irving Place,New York,NY,10003,"40 Irving Place
New York, NY 10003
(40.73551946300046, -73.98760424899967)",08:45:00,15:36:00
09X350,New Directions Secondary School,Bronx,240 East 172 Street,Bronx,NY,10457,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)",NA,NA
08X530,Banana Kelly High School,Bronx,965 Longwood Avenue,Bronx,NY,10459,"965 Longwood Avenue
Bronx, NY 10459
(40.81743944600049, -73.89804920599965)",08:45:00,15:05:00
31R450,Curtis High School,Staten Island,105 Hamilton Avenue,Staten Island,NY,10301,"105 Hamilton Avenue
Staten Island, NY 10301
(40.64474490100048, -74.08134127399967)",09:00:00,15:30:00
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,74-20 Commonwealth Blvd,Bellerose,NY,11426,"74-20 Commonwealth Blvd
Bellerose, NY 11426
(40.744904361000465, -73.72690964199967)",08:30:00,15:30:00
02M475,Stuyvesant High School,Manhattan,345 Chambers Street,New York,NY,10282,"345 Chambers Street
New York, NY 10282
(40.71774641500048, -74.01404904299966)",08:00:00,15:30:00
02M489,High School of Economics and Finance,Manhattan,100 Trinity Place,New York,NY,10006,"100 Trinity Place
New York, NY 10006
(40.70921962500046, -74.01202591499964)",08:30:00,15:30:00
14K685,El Puente Academy for Peace and Justice,Brooklyn,250 Hooper Street,Brooklyn,NY,11211,"250 Hooper Street
Brooklyn, NY 11211
(40.705765931000485, -73.95572857199966)",09:00:00,15:30:00
17K590,Medgar Evers College Preparatory School,Brooklyn,1186 Carroll Street,Brooklyn,NY,11225,"1186 Carroll Street
Brooklyn, NY 11225
(40.66716208200046, -73.95085795499966)",07:15:00,15:15:00
18K576,Victory Collegiate High School,Brooklyn,6565 Flatlands Avenue,Brooklyn,NY,11236,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)",08:30:00,15:30:00
28Q167,Metropolitan Expeditionary Learning School,Queens,91-30 Metropolitan Avenue,Forest Hills,NY,11375,"91-30 Metropolitan Avenue
Forest Hills, NY 11375
(40.710435548000476, -73.85063015499964)",08:30:00,15:20:00
01M509,Marta Valle High School,Manhattan,145 Stanton Street,New York,NY,10002,"145 Stanton Street
New York, NY 10002
(40.720569079000484, -73.98567269099965)",08:00:00,15:30:00
04M435,Manhattan Center for Science and Mathematics,Manhattan,260 Pleasant Avenue,New York,NY,10029,"260 Pleasant Avenue
New York, NY 10029
(40.793741706000446, -73.93408414199968)",08:15:00,14:40:00
21K620,William E. Grady Career and Technical Education High School,Brooklyn,25 Brighton 4Th Road,Brooklyn,NY,11235,"25 Brighton 4Th Road
Brooklyn, NY 11235
(40.58254803800048, -73.96371622099963)",08:00:00,15:30:00
02M408,Professional Performing Arts High School,Manhattan,328 West 48 Street,New York,NY,10036,"328 West 48 Street
New York, NY 10036
(40.761432699000466, -73.98802369799967)",08:15:00,15:30:00
17K539,High School for Service & Learning at Erasmus,Brooklyn,911 Flatbush Avenue,Brooklyn,NY,11226,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)",08:00:00,15:40:00
15K429,Brooklyn School for Global Studies,Brooklyn,284 Baltic Street,Brooklyn,NY,11201,"284 Baltic Street
Brooklyn, NY 11201
(40.68545180600046, -73.99349146499964)",08:45:00,15:10:00
09X404,School for Excellence,Bronx,1110 Boston Road,Bronx,NY,10456,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)",08:15:00,14:45:00
17K531,"School for Human Rights, The",Brooklyn,600 Kingston Avenue,Brooklyn,NY,11203,"600 Kingston Avenue
Brooklyn, NY 11203
(40.6595170060005, -73.94254649899966)",08:00:00,15:00:00
02M529,Jacqueline Kennedy Onassis High School,Manhattan,120 West 46 Street,New York,NY,10036,"120 West 46 Street
New York, NY 10036
(40.75775738600049, -73.98318779299967)",08:00:00,15:00:00
11X249,Bronx Health Sciences High School,Bronx,750 Baychester Avenue,Bronx,NY,10475,"750 Baychester Avenue
Bronx, NY 10475
(40.87413179800046, -73.83380451299968)",07:15:00,15:00:00
15K464,Park Slope Collegiate,Brooklyn,237 7 Avenue,Brooklyn,NY,11215,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)",08:15:00,15:15:00
19K764,The Urban Assembly School for Collaborative Healthcare,Brooklyn,999 Jamaica Avenue,Brooklyn,NY,11208,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)",08:15:00,15:15:00
11X288,Collegiate Institute for Math and Science,Bronx,925 Astor Avenue,Bronx,NY,10469,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)",08:15:00,16:15:00
12X521,The Metropolitan Soundview High School,Bronx,1300 Boynton Avenue,Bronx,NY,10472,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)",08:30:00,15:40:00
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,105 Johnson Street,Brooklyn,NY,11201,"105 Johnson Street
Brooklyn, NY 11201
(40.69494440700049, -73.98603532399966)",08:40:00,16:07:00
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",Bronx,455 Southern Blvd,Bronx,NY,10455,"455 Southern Blvd
Bronx, NY 10455
(40.810405415000446, -73.90680011599966)",08:30:00,15:30:00
17K600,Clara Barton High School,Brooklyn,901 Classon Avenue,Brooklyn,NY,11225,"901 Classon Avenue
Brooklyn, NY 11225
(40.67027055700049, -73.96165482399965)",08:15:00,15:30:00
11X514,The Bronxwood Preparatory Academy,Bronx,921 East 228Th Street,Bronx,NY,10466,"921 East 228Th Street
Bronx, NY 10466
(40.887919214000476, -73.85287161399964)",08:00:00,15:00:00
19K422,Spring Creek Community School,Brooklyn,1065 Elton Street,Brooklyn,NY,11208,"1065 Elton Street
Brooklyn, NY 11208
(40.65752260200048, -73.87477702499967)",NA,NA
26Q430,Francis Lewis High School,Queens,58-20 Utopia Parkway,Fresh Meadows,NY,11365,"58-20 Utopia Parkway
Fresh Meadows, NY 11365
(40.74055571400049, -73.79284814599964)",08:30:00,15:15:00
13K430,Brooklyn Technical High School,Brooklyn,29 Ft Greene Place,Brooklyn,NY,11217,"29 Ft Greene Place
Brooklyn, NY 11217
(40.688107423000474, -73.97674507199963)",08:45:00,15:15:00
28Q310,Queens Collegiate: A College Board School,Queens,167-01 Gothic Drive,Jamaica,NY,11432,"167-01 Gothic Drive
Jamaica, NY 11432
(40.713577459000476, -73.79651782499963)",08:15:00,15:00:00
10X440,DeWitt Clinton High School,Bronx,100 West Mosholu Parkway South,Bronx,NY,10468,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.88008184000046, -73.88590153299964)",08:00:00,14:46:00
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,283 Adams Street,Brooklyn,NY,11201,"283 Adams Street
Brooklyn, NY 11201
(40.69462011900049, -73.98862394499963)",08:30:00,15:20:00
09X525,Bronx Leadership Academy High School,Bronx,1710 Webster Avenue,Bronx,NY,10457,"1710 Webster Avenue
Bronx, NY 10457
(40.84358119500047, -73.90322003799963)",08:00:00,15:44:00
06M293,City College Academy of the Arts,Manhattan,4600 Broadway,New York,NY,10040,"4600 Broadway
New York, NY 10040
(40.86111331900048, -73.93045214899968)",08:15:00,16:00:00
14K477,School for Legal Studies,Brooklyn,850 Grand Street,Brooklyn,NY,11211,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)",08:00:00,15:30:00
02M533,Union Square Academy for Health Sciences,Manhattan,40 Irving Place,New York,NY,10003,"40 Irving Place
New York, NY 10003
(40.73551946300046, -73.98760424899967)",08:00:00,15:49:00
18K567,Brooklyn Theatre Arts High School,Brooklyn,6565 Flatlands Avenue,Brooklyn,NY,11236,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)",08:30:00,15:23:00
10X437,Fordham High School for the Arts,Bronx,500 East Fordham Road,Bronx,NY,10458,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)",08:00:00,15:45:00
32K168,The Brooklyn School for Math and Research,Brooklyn,400 Irving Avenue,Brooklyn,NY,11237,"400 Irving Avenue
Brooklyn, NY 11237
(40.696961848000456, -73.91081593899963)",08:15:00,15:45:00
19K615,Transit Tech Career and Technical Education High School,Brooklyn,1 Wells Street,Brooklyn,NY,11208,"1 Wells Street
Brooklyn, NY 11208
(40.6782307310005, -73.87597301199963)",08:30:00,14:45:00
29Q283,Preparatory Academy for Writers: A College Board School,Queens,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)",08:00:00,15:05:00
16K688,The Brooklyn Academy of Global Finance,Brooklyn,125 Stuyvesant Avenue,Brooklyn,NY,11221,"125 Stuyvesant Avenue
Brooklyn, NY 11221
(40.691537765000476, -73.93372578199967)",08:15:00,15:12:00
12X682,Fannie Lou Hamer Freedom High School,Bronx,1021 Jennings Street,Bronx,NY,10460,"1021 Jennings Street
Bronx, NY 10460
(40.83080715400047, -73.88602131599964)",08:45:00,14:45:00
32K549,Bushwick School for Social Justice,Brooklyn,400 Irving Avenue,Brooklyn,NY,11237,"400 Irving Avenue
Brooklyn, NY 11237
(40.696961848000456, -73.91081593899963)",08:15:00,15:00:00
17K524,International High School at Prospect Heights,Brooklyn,883 Classon Avenue,Brooklyn,NY,11225,"883 Classon Avenue
Brooklyn, NY 11225
(40.67029890700047, -73.96164787599963)",08:30:00,15:15:00
01M450,East Side Community School,Manhattan,420 East 12 Street,New York,NY,10009,"420 East 12 Street
New York, NY 10009
(40.729782687000466, -73.98304144099967)",08:30:00,15:30:00
28Q505,Hillcrest High School,Queens,160-05 Highland Avenue,Jamaica,NY,11432,"160-05 Highland Avenue
Jamaica, NY 11432
(40.70875755500049, -73.80212748599968)",08:00:00,15:30:00
07X334,International Community High School,Bronx,345 Brook Avenue,Bronx,NY,10454,"345 Brook Avenue
Bronx, NY 10454
(40.810036192000496, -73.91781248199965)",09:00:00,16:00:00
20K505,Franklin Delano Roosevelt High School,Brooklyn,5800 20 Avenue,Brooklyn,NY,11204,"5800 20 Avenue
Brooklyn, NY 11204
(40.620263373000455, -73.98201099999966)",09:30:00,16:15:00
02M047,47 The American Sign Language and English Secondary School,Manhattan,223 East 23 Street,New York,NY,10010,"223 East 23 Street
New York, NY 10010
(40.738599087000466, -73.98251191099968)",08:45:00,15:45:00
08X305,Pablo Neruda Academy,Bronx,1980 Lafayette Avenue,Bronx,NY,10473,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)",08:00:00,15:50:00
28Q687,Queens High School for the Sciences at York College,Queens,94-50 159 Street,Jamaica,NY,11433,"94-50 159 Street
Jamaica, NY 11433
(40.7009987670005, -73.79815352399964)",08:00:00,15:18:00
17K751,Academy for Health Careers,Brooklyn,150 Albany Avenue,Brooklyn,NY,11213,"150 Albany Avenue
Brooklyn, NY 11213
(40.67540230700047, -73.93888117599965)",08:30:00,14:45:00
09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,1595 Bathgate Avenue,Bronx,NY,10457,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)",08:15:00,15:15:00
07X600,Alfred E. Smith Career and Technical Education High School,Bronx,333 East 151 Street,Bronx,NY,10451,"333 East 151 Street
Bronx, NY 10451
(40.81824688900048, -73.91973567799965)",08:50:00,15:00:00
18K637,Academy for Conservation and the Environment,Brooklyn,6565 Flatlands Avenue,Brooklyn,NY,11236,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)",08:33:00,15:19:00
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,120 West 231 Street,Bronx,NY,10463,"120 West 231 Street
Bronx, NY 10463
(40.875975449000464, -73.90123489199965)",08:00:00,14:45:00
12X251,Explorations Academy,Bronx,1619 Boston Road,Bronx,NY,10460,"1619 Boston Road
Bronx, NY 10460
(40.835937328000455, -73.89046769299966)",08:00:00,15:30:00
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,138-30 Lafayette Street,Ozone Park,NY,11417,"138-30 Lafayette Street
Ozone Park, NY 11417
(40.6717694780005, -73.84497773899966)",07:25:00,14:15:00
09X413,Bronx High School for Medical Science,Bronx,240 East 172 Street,Bronx,NY,10457,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)",07:45:00,15:15:00
18K563,It Takes a Village Academy,Brooklyn,5800 Tilden Avenue,Brooklyn,NY,11203,"5800 Tilden Avenue
Brooklyn, NY 11203
(40.64866366300049, -73.92189876199967)",08:15:00,16:15:00
09X231,Eagle Academy for Young Men,Bronx,4143 Third Avenue,Bronx,NY,10457,"4143 Third Avenue
Bronx, NY 10457
(40.84518532700048, -73.89698066799963)",08:30:00,16:00:00
24Q485,Grover Cleveland High School,Queens,21-27 Himrod Street,Ridgewood,NY,11385,"21-27 Himrod Street
Ridgewood, NY 11385
(40.71122219500046, -73.90865212999967)",08:30:00,15:15:00
